gameweek,captured_at,source,player_id,name,club,pos,price,opponent,was_home,eligible,rank_fixture_proxy,minutes_at_deadline,rate_shrinkage_minutes,rate_shrinkage_weight,rank_score,rank_coverage,availability_penalty,z_xgi_per90,z_minutes_per_app,z_fixture_score,z_fdr_next3,z_fdr_next1,z_points_per_million,z_form,z_defcon_surplus_per90,z_defcon_hit_rate,z_bonus_per90,z_net_transfers,z_rival_ownership,rank_basis,minutes_played,actual_points
2,2026-08-28T14:01:10.605836+00:00,watchlist,290,Slater,HUL,MID,4.5,COV,False,True,False,90,180,0.333,-0.1791,1.0,0.0,0.0832,0.5704,-0.8759,-1.5406,-0.9051,0.2327,-0.0534,-0.4391,-0.6202,-0.1759,0.1015,0.389,xgi_per90|minutes_per_app|fixture_score|fdr_next3|fdr_next1|points_per_million|form|defcon_surplus_per90|defcon_hit_rate|bonus_per90|net_transfers|rival_ownership,90,2
2,2026-08-28T14:01:10.605836+00:00,watchlist,104,Onyeka,COV,MID,5.0,HUL,True,True,False,90,180,0.333,-0.2028,1.0,0.0,-0.9041,0.5704,0.0428,0.7257,1.3407,-0.8664,-0.9958,-0.4391,-0.6202,-0.1759,-0.4708,0.5691,xgi_per90|minutes_per_app|fixture_score|fdr_next3|fdr_next1|points_per_million|form|defcon_surplus_per90|defcon_hit_rate|bonus_per90|net_transfers|rival_ownership,0,0
2,2026-08-28T14:01:10.605836+00:00,watchlist,184,Grimes,COV,MID,5.0,HUL,True,True,False,90,180,0.333,-0.2028,1.0,0.0,-0.9041,0.5704,0.0428,0.7257,1.3407,-0.8664,-0.9958,-0.4391,-0.6202,-0.1759,-0.4725,0.5691,xgi_per90|minutes_per_app|fixture_score|fdr_next3|fdr_next1|points_per_million|form|defcon_surplus_per90|defcon_hit_rate|bonus_per90|net_transfers|rival_ownership,90,2
2,2026-08-28T14:01:10.605836+00:00,watchlist,391,Gvardiol,MCI,DEF,5.5,CRY,False,True,False,90,180,0.333,-0.2162,1.0,0.0,-0.622,0.5704,-1.0778,-1.2913,-1.0362,0.5991,0.6534,-0.5661,-0.7108,0.02,1.1211,0.2089,xgi_per90|minutes_per_app|fixture_score|fdr_next3|fdr_next1|points_per_million|form|defcon_surplus_per90|defcon_hit_rate|bonus_per90|net_transfers|rival_ownership,74,5
2,2026-08-28T14:01:10.605836+00:00,watchlist,70,Kluivert,BOU,MID,6.0,EVE,True,True,False,74,180,0.291,-0.2371,1.0,0.0,-0.5515,-1.5468,1.1043,0.9892,0.4687,-0.7483,-0.7602,-0.3661,-0.5495,-0.0671,-0.4259,0.5691,xgi_per90|minutes_per_app|fixture_score|fdr_next3|fdr_next1|points_per_million|form|defcon_surplus_per90|defcon_hit_rate|bonus_per90|net_transfers|rival_ownership,80,3
2,2026-08-28T14:01:10.605836+00:00,watchlist,94,Schade,BRE,MID,6.0,LEE,False,True,False,90,180,0.333,-0.2686,1.0,0.0,0.2948,0.5704,-0.9674,-0.9981,-0.9051,-0.7483,-0.7602,-0.4391,-0.6202,-0.1759,-0.4887,0.389,xgi_per90|minutes_per_app|fixture_score|fdr_next3|fdr_next1|points_per_million|form|defcon_surplus_per90|defcon_hit_rate|bonus_per90|net_transfers|rival_ownership,87,10
2,2026-08-28T14:01:10.605836+00:00,watchlist,71,Cook,BOU,MID,5.0,EVE,True,True,False,75,180,0.294,-0.2707,1.0,0.0,-0.8336,-1.4145,1.1043,0.9892,0.4687,-0.6301,-0.7602,-0.3661,-0.5495,-0.0888,-0.4642,0.5691,xgi_per90|minutes_per_app|fixture_score|fdr_next3|fdr_next1|points_per_million|form|defcon_surplus_per90|defcon_hit_rate|bonus_per90|net_transfers|rival_ownership,68,3
2,2026-08-28T14:01:10.605836+00:00,watchlist,26,Havertz,ARS,FWD,7.5,AVL,False,True,False,90,180,0.333,-0.291,1.0,0.0,0.5063,0.5704,-2.214,-1.0563,-1.0577,-0.3937,-0.0534,0.0,0.0,-1.3298,0.8064,0.389,xgi_per90|minutes_per_app|fixture_score|fdr_next3|fdr_next1|points_per_million|form|defcon_surplus_per90|defcon_hit_rate|bonus_per90|net_transfers|rival_ownership,90,2
2,2026-08-28T14:01:10.605836+00:00,watchlist,190,Tchaouna,COV,MID,5.5,HUL,True,True,False,81,180,0.31,-0.3131,1.0,0.0,-0.6925,-0.6205,0.0428,0.7257,1.3407,-0.9137,-0.9958,-0.4026,-0.5495,-0.1106,-0.4676,0.5691,xgi_per90|minutes_per_app|fixture_score|fdr_next3|fdr_next1|points_per_million|form|defcon_surplus_per90|defcon_hit_rate|bonus_per90|net_transfers|rival_ownership,58,1
2,2026-08-28T14:01:10.605836+00:00,watchlist,337,Aaronson,LEE,MID,5.5,BRE,True,True,False,81,180,0.31,-0.3223,1.0,0.0,-0.8336,-0.6205,0.2698,0.4433,0.4687,-0.6892,-0.7602,-0.4026,-0.5495,-0.1106,-0.5242,0.5691,xgi_per90|minutes_per_app|fixture_score|fdr_next3|fdr_next1|points_per_million|form|defcon_surplus_per90|defcon_hit_rate|bonus_per90|net_transfers|rival_ownership,45,1
2,2026-08-28T14:01:10.605836+00:00,watchlist,15,Ødegaard,ARS,MID,6.6,AVL,False,True,False,75,180,0.294,-0.327,1.0,0.0,-0.0578,-1.4145,-2.3693,-1.3718,-1.5206,0.6346,1.1246,-0.3661,-0.5495,2.219,1.7186,0.2089,xgi_per90|minutes_per_app|fixture_score|fdr_next3|fdr_next1|points_per_million|form|defcon_surplus_per90|defcon_hit_rate|bonus_per90|net_transfers|rival_ownership,70,3
2,2026-08-28T14:01:10.605836+00:00,watchlist,195,Simms,COV,FWD,5.0,HUL,True,True,False,69,180,0.277,-0.3533,1.0,0.0,0.0832,-2.2085,0.2737,0.9378,1.3535,-0.8664,-0.9958,0.0,0.0,-1.3081,-0.3904,0.5691,xgi_per90|minutes_per_app|fixture_score|fdr_next3|fdr_next1|points_per_million|form|defcon_surplus_per90|defcon_hit_rate|bonus_per90|net_transfers|rival_ownership,0,0
2,2026-08-28T14:01:10.605836+00:00,watchlist,194,Thomas-Asante,COV,FWD,5.0,HUL,True,True,False,69,180,0.277,-0.3544,1.0,0.0,0.0832,-2.2085,0.2737,0.9378,1.3535,-0.8664,-0.9958,0.0,0.0,-1.3081,-0.4235,0.5691,xgi_per90|minutes_per_app|fixture_score|fdr_next3|fdr_next1|points_per_million|form|defcon_surplus_per90|defcon_hit_rate|bonus_per90|net_transfers|rival_ownership,32,1
2,2026-08-28T14:01:10.605836+00:00,watchlist,125,Georginio,BHA,FWD,5.5,CHE,False,True,False,90,180,0.333,-0.3565,1.0,0.25,1.0705,0.5704,-1.0476,-1.4705,-1.4692,-0.2637,-0.289,0.0,0.0,-1.3298,-0.3828,0.5691,xgi_per90|minutes_per_app|fixture_score|fdr_next3|fdr_next1|points_per_million|form|defcon_surplus_per90|defcon_hit_rate|bonus_per90|net_transfers|rival_ownership,0,0
2,2026-08-28T14:01:10.605836+00:00,watchlist,123,Hinshelwood,BHA,MID,6.0,CHE,False,False,False,63,180,0.259,-0.3782,1.0,0.75,2.9746,-3.0024,-1.2383,-1.8075,-2.009,1.8165,2.3026,-0.3296,-0.4788,2.415,0.5233,0.5691,xgi_per90|minutes_per_app|fixture_score|fdr_next3|fdr_next1|points_per_million|form|defcon_surplus_per90|defcon_hit_rate|bonus_per90|net_transfers|rival_ownership,0,0
2,2026-08-28T14:01:10.605836+00:00,watchlist,371,Gravenberch,LIV,MID,6.0,NFO,True,True,False,77,180,0.3,-0.423,1.0,0.0,-0.5515,-1.1498,-0.9015,0.767,0.4687,-0.3582,-0.289,-0.4026,-0.5495,-0.0888,-0.4803,0.2089,xgi_per90|minutes_per_app|fixture_score|fdr_next3|fdr_next1|points_per_million|form|defcon_surplus_per90|defcon_hit_rate|bonus_per90|net_transfers|rival_ownership,19,1
3,2026-09-04T07:12:46.191633+00:00,squad,226,Pickford,EVE,GKP,5.5,MUN,True,True,False,180,180,0.5,-0.2514,0.8,0.0,,0.6293,-1.1431,-0.5667,-1.7223,-0.128,-0.2773,0.0,0.0,-0.936,-0.3867,0.3573,minutes_per_app|fixture_score|fdr_next3|fdr_next1|points_per_million|form|defcon_surplus_per90|defcon_hit_rate|bonus_per90|net_transfers|rival_ownership,90,1
3,2026-09-04T07:12:46.191633+00:00,squad,586,Mendy,HUL,DEF,4.0,AVL,True,True,False,121,180,0.402,-0.3044,1.0,0.0,-1.0512,-2.3571,-0.0389,-1.2292,0.0324,2.2211,0.857,0.972,0.5752,-0.3612,0.0217,0.1762,xgi_per90|minutes_per_app|fixture_score|fdr_next3|fdr_next1|points_per_million|form|defcon_surplus_per90|defcon_hit_rate|bonus_per90|net_transfers|rival_ownership,70,8
3,2026-09-04T07:12:46.191633+00:00,squad,229,Tarkowski,EVE,DEF,6.0,MUN,True,True,False,180,180,0.5,-0.1987,1.0,0.0,-1.3474,0.6293,-0.9846,-0.4116,-1.3447,1.1435,1.2351,-0.7428,0.7159,-0.0112,0.1606,0.1762,xgi_per90|minutes_per_app|fixture_score|fdr_next3|fdr_next1|points_per_million|form|defcon_surplus_per90|defcon_hit_rate|bonus_per90|net_transfers|rival_ownership,90,3
3,2026-09-04T07:12:46.191633+00:00,squad,8,Calafiori,ARS,DEF,5.7,CHE,True,True,False,170,180,0.486,-0.0726,1.0,0.0,-0.755,0.1231,0.3635,-0.3565,-0.9762,1.6931,1.6132,-0.7253,-1.0422,0.0387,1.0045,-2.3601,xgi_per90|minutes_per_app|fixture_score|fdr_next3|fdr_next1|points_per_million|form|defcon_surplus_per90|defcon_hit_rate|bonus_per90|net_transfers|rival_ownership,66,2
3,2026-09-04T07:12:46.191633+00:00,squad,124,Groß,BHA,MID,5.5,LEE,True,True,False,180,180,0.5,-0.2146,1.0,0.0,-0.4587,0.6293,-1.4054,-1.262,-0.4816,0.8526,0.668,-0.4579,-0.6281,1.0635,0.6774,-1.2731,xgi_per90|minutes_per_app|fixture_score|fdr_next3|fdr_next1|points_per_million|form|defcon_surplus_per90|defcon_hit_rate|bonus_per90|net_transfers|rival_ownership,90,1
3,2026-09-04T07:12:46.191633+00:00,squad,368,Szoboszlai,LIV,MID,7.0,IPS,False,True,False,180,180,0.5,-0.0062,1.0,0.0,0.5992,0.6293,-0.4589,0.1867,0.2074,-0.2466,0.1008,0.1936,0.989,-0.1862,-0.7754,-2.5412,xgi_per90|minutes_per_app|fixture_score|fdr_next3|fdr_next1|points_per_million|form|defcon_surplus_per90|defcon_hit_rate|bonus_per90|net_transfers|rival_ownership,90,3
3,2026-09-04T07:12:46.191633+00:00,squad,426,B.Fernandes,MUN,MID,12.0,EVE,False,True,False,180,180,0.5,0.4149,1.0,0.0,2.0804,0.6293,0.1625,-1.3797,-1.647,0.1522,2.5584,-0.4579,-0.6281,1.0635,-0.103,-3.6282,xgi_per90|minutes_per_app|fixture_score|fdr_next3|fdr_next1|points_per_million|form|defcon_surplus_per90|defcon_hit_rate|bonus_per90|net_transfers|rival_ownership,90,2
3,2026-09-04T07:12:46.191633+00:00,squad,427,Mbeumo,MUN,MID,8.0,EVE,False,True,False,180,180,0.5,0.1156,1.0,0.0,1.9534,0.6293,0.1625,-1.3797,-1.647,-0.3435,0.2899,-0.4579,-0.6281,0.4386,-2.5339,-1.9977,xgi_per90|minutes_per_app|fixture_score|fdr_next3|fdr_next1|points_per_million|form|defcon_surplus_per90|defcon_hit_rate|bonus_per90|net_transfers|rival_ownership,90,8
3,2026-09-04T07:12:46.191633+00:00,squad,346,Calvert-Lewin,LEE,FWD,6.0,BHA,False,True,False,180,180,0.5,-0.2026,1.0,0.0,0.7685,0.6293,-1.2291,-0.0917,-0.6501,-0.4728,-0.4663,0.0,0.0,0.3387,-0.7067,-2.5412,xgi_per90|minutes_per_app|fixture_score|fdr_next3|fdr_next1|points_per_million|form|defcon_surplus_per90|defcon_hit_rate|bonus_per90|net_transfers|rival_ownership,72,1
3,2026-09-04T07:12:46.191633+00:00,squad,411,Haaland,MCI,FWD,15.5,COV,True,True,False,180,180,0.5,0.421,1.0,0.0,1.1494,0.6293,0.9906,0.3491,1.6984,-1.044,0.668,0.0,0.0,0.9635,0.8227,-2.9035,xgi_per90|minutes_per_app|fixture_score|fdr_next3|fdr_next1|points_per_million|form|defcon_surplus_per90|defcon_hit_rate|bonus_per90|net_transfers|rival_ownership,90,9
3,2026-09-04T07:12:46.191633+00:00,squad,165,João Pedro,CHE,FWD,7.7,ARS,False,True,False,180,180,0.5,0.1766,1.0,0.0,1.6995,0.6293,-1.1041,-1.9324,-2.727,0.7125,1.6132,0.0,0.0,1.5884,0.6834,-3.2659,xgi_per90|minutes_per_app|fixture_score|fdr_next3|fdr_next1|points_per_million|form|defcon_surplus_per90|defcon_hit_rate|bonus_per90|net_transfers|rival_ownership,90,1
3,2026-09-04T07:12:46.191633+00:00,squad,109,Verbruggen,BHA,GKP,4.5,LEE,True,True,False,180,180,0.5,-0.2566,0.8,0.0,,0.6293,-0.1943,0.051,1.0776,-0.656,-1.0334,0.0,0.0,-0.936,0.0255,-2.1789,minutes_per_app|fixture_score|fdr_next3|fdr_next1|points_per_million|form|defcon_surplus_per90|defcon_hit_rate|bonus_per90|net_transfers|rival_ownership,90,3
3,2026-09-04T07:12:46.191633+00:00,squad,259,Diop,IPS,DEF,4.0,LIV,True,True,False,180,180,0.5,-0.8514,1.0,0.0,-1.5167,0.6293,-1.3602,-1.4139,-0.8612,-1.0116,-1.4115,0.1321,0.7159,-1.2609,-0.5695,-0.7296,xgi_per90|minutes_per_app|fixture_score|fdr_next3|fdr_next1|points_per_million|form|defcon_surplus_per90|defcon_hit_rate|bonus_per90|net_transfers|rival_ownership,90,3
3,2026-09-04T07:12:46.191633+00:00,squad,175,van Ewijk,COV,DEF,4.0,MCI,False,True,False,180,180,0.5,-0.9785,1.0,0.0,-1.3051,0.6293,-0.9443,-2.0546,-3.1581,-1.281,-1.6006,-0.7428,-1.0422,-1.2609,-0.5736,-0.005,xgi_per90|minutes_per_app|fixture_score|fdr_next3|fdr_next1|points_per_million|form|defcon_surplus_per90|defcon_hit_rate|bonus_per90|net_transfers|rival_ownership,90,3
3,2026-09-04T07:12:46.191633+00:00,squad,212,Hughes,CRY,MID,4.5,FUL,False,True,True,0,180,,-1.4936,0.5,0.0,,,1.979,1.5805,0.0747,-2.0892,-2.1677,,,,-0.6292,0.1762,fixture_score|fdr_next3|fdr_next1|points_per_million|form|net_transfers|rival_ownership,16,1
3,2026-09-04T07:12:46.191633+00:00,watchlist,464,Wissa,NEW,FWD,6.1,BOU,True,True,False,171,180,0.487,0.674,1.0,0.0,1.1494,0.1737,1.2095,1.0704,0.4949,0.0336,0.1008,0.0,0.0,0.4136,2.8798,0.5385,xgi_per90|minutes_per_app|fixture_score|fdr_next3|fdr_next1|points_per_million|form|defcon_surplus_per90|defcon_hit_rate|bonus_per90|net_transfers|rival_ownership,90,1
3,2026-09-04T07:12:46.191633+00:00,watchlist,449,Hall,NEW,DEF,5.1,BOU,True,True,False,180,180,0.5,0.6244,1.0,0.0,-0.7973,0.6293,1.6445,1.3652,0.3904,0.8741,0.4789,1.007,2.474,0.6136,1.3213,0.5385,xgi_per90|minutes_per_app|fixture_score|fdr_next3|fdr_next1|points_per_million|form|defcon_surplus_per90|defcon_hit_rate|bonus_per90|net_transfers|rival_ownership,89,4
3,2026-09-04T07:12:46.191633+00:00,watchlist,572,Tzolakis,HUL,GKP,4.6,AVL,True,True,False,180,180,0.5,0.5683,0.8,0.0,,0.6293,-0.0643,-1.4978,0.2717,2.5983,1.6132,0.0,0.0,2.813,0.7731,0.5385,minutes_per_app|fixture_score|fdr_next3|fdr_next1|points_per_million|form|defcon_surplus_per90|defcon_hit_rate|bonus_per90|net_transfers|rival_ownership,90,6
3,2026-09-04T07:12:46.191633+00:00,watchlist,335,Stach,LEE,MID,6.0,BHA,False,True,False,180,180,0.5,0.4101,1.0,0.0,-0.6703,0.6293,-1.3767,-0.0329,-0.7212,0.9603,1.0461,4.7545,2.6061,1.0635,-0.2765,0.5385,xgi_per90|minutes_per_app|fixture_score|fdr_next3|fdr_next1|points_per_million|form|defcon_surplus_per90|defcon_hit_rate|bonus_per90|net_transfers|rival_ownership,90,2
3,2026-09-04T07:12:46.191633+00:00,watchlist,454,Elanga,NEW,MID,6.1,BOU,True,True,False,156,180,0.464,0.3891,1.0,0.0,-0.2471,-0.5855,1.2333,1.1804,0.3914,0.9172,1.0461,-0.4318,-0.5634,0.5886,2.0121,0.5385,xgi_per90|minutes_per_app|fixture_score|fdr_next3|fdr_next1|points_per_million|form|defcon_surplus_per90|defcon_hit_rate|bonus_per90|net_transfers|rival_ownership,76,1
3,2026-09-04T07:12:46.191633+00:00,watchlist,480,Gibbs-White,NFO,MID,7.9,TOT,True,True,False,180,180,0.5,0.3785,1.0,0.0,0.176,0.6293,0.3728,1.136,0.4483,-0.0418,0.668,-0.4579,-0.6281,1.0635,-0.0091,0.5385,xgi_per90|minutes_per_app|fixture_score|fdr_next3|fdr_next1|points_per_million|form|defcon_surplus_per90|defcon_hit_rate|bonus_per90|net_transfers|rival_ownership,90,3
3,2026-09-04T07:12:46.191633+00:00,watchlist,398,Foden,MCI,MID,7.0,COV,True,True,False,171,180,0.487,0.3751,1.0,0.0,1.1071,0.1737,0.999,0.4273,1.5609,-0.5483,-0.2773,-0.4579,-0.5634,-0.1612,0.1568,0.5385,xgi_per90|minutes_per_app|fixture_score|fdr_next3|fdr_next1|points_per_million|form|defcon_surplus_per90|defcon_hit_rate|bonus_per90|net_transfers|rival_ownership,24,1
3,2026-09-04T07:12:46.191633+00:00,watchlist,379,Isak,LIV,FWD,9.0,IPS,False,True,False,180,180,0.5,0.3344,1.0,0.0,1.8688,0.6293,-0.3716,0.1187,0.3055,-0.8931,-0.2773,0.0,0.0,0.3387,-0.4427,-0.1861,xgi_per90|minutes_per_app|fixture_score|fdr_next3|fdr_next1|points_per_million|form|defcon_surplus_per90|defcon_hit_rate|bonus_per90|net_transfers|rival_ownership,63,13
3,2026-09-04T07:12:46.191633+00:00,watchlist,567,Horníček,NEW,GKP,5.0,BOU,True,True,False,180,180,0.5,0.3323,0.8,0.0,,0.6293,1.8562,1.4566,0.79,-0.3651,-0.6553,0.0,0.0,-0.936,-0.1834,0.5385,minutes_per_app|fixture_score|fdr_next3|fdr_next1|points_per_million|form|defcon_surplus_per90|defcon_hit_rate|bonus_per90|net_transfers|rival_ownership,90,2
3,2026-09-04T07:12:46.191633+00:00,watchlist,115,De Cuyper,BHA,DEF,4.7,LEE,True,True,False,167,180,0.481,0.3267,1.0,0.0,0.43,-0.0287,-0.1529,0.1309,0.589,1.8116,1.0461,-0.7253,-1.0422,0.0637,1.9855,0.3573,xgi_per90|minutes_per_app|fixture_score|fdr_next3|fdr_next1|points_per_million|form|defcon_surplus_per90|defcon_hit_rate|bonus_per90|net_transfers|rival_ownership,76,4
3,2026-09-04T07:12:46.191633+00:00,watchlist,565,M.Sangaré,BRE,MID,5.7,SUN,True,True,False,165,180,0.478,0.326,1.0,0.0,-0.2048,-0.13,-0.5402,-0.3991,0.2398,1.3159,1.2351,1.601,2.5414,1.1885,1.2489,-0.7296,xgi_per90|minutes_per_app|fixture_score|fdr_next3|fdr_next1|points_per_million|form|defcon_surplus_per90|defcon_hit_rate|bonus_per90|net_transfers|rival_ownership,45,0
3,2026-09-04T07:12:46.191633+00:00,watchlist,237,Ndiaye,MCI,MID,6.0,COV,True,True,False,180,180,0.5,0.2881,1.0,0.0,-0.2471,0.6293,0.999,0.4273,1.5609,0.2491,0.2899,0.1936,2.6061,-0.1862,-1.3321,-0.7296,xgi_per90|minutes_per_app|fixture_score|fdr_next3|fdr_next1|points_per_million|form|defcon_surplus_per90|defcon_hit_rate|bonus_per90|net_transfers|rival_ownership,86,3
3,2026-09-04T07:12:46.191633+00:00,watchlist,249,Barry,EVE,FWD,5.5,MUN,True,True,False,147,180,0.45,0.272,1.0,0.0,2.165,-1.0411,-0.5815,0.6271,-0.4175,-0.128,-0.2773,0.0,0.0,0.5886,0.0197,0.3573,xgi_per90|minutes_per_app|fixture_score|fdr_next3|fdr_next1|points_per_million|form|defcon_surplus_per90|defcon_hit_rate|bonus_per90|net_transfers|rival_ownership,90,2
3,2026-09-04T07:12:46.191633+00:00,watchlist,210,Wharton,CRY,MID,5.5,FUL,False,True,False,180,180,0.5,0.2345,1.0,0.0,-0.5857,0.6293,1.979,1.5805,0.0747,-0.9147,-1.0334,0.8452,0.989,-0.811,-0.3254,0.5385,xgi_per90|minutes_per_app|fixture_score|fdr_next3|fdr_next1|points_per_million|form|defcon_surplus_per90|defcon_hit_rate|bonus_per90|net_transfers|rival_ownership,90,2
3,2026-09-04T07:12:46.191633+00:00,watchlist,69,Scott,BOU,MID,6.0,NEW,False,True,False,176,180,0.494,0.233,1.0,0.0,-0.3318,0.4268,-0.6883,0.2913,0.0558,0.4216,0.4789,1.5228,0.989,1.0885,-0.1796,0.5385,xgi_per90|minutes_per_app|fixture_score|fdr_next3|fdr_next1|points_per_million|form|defcon_surplus_per90|defcon_hit_rate|bonus_per90|net_transfers|rival_ownership,90,10
3,2026-09-04T07:12:46.191633+00:00,watchlist,367,Gakpo,LIV,MID,7.1,IPS,False,True,False,160,180,0.471,0.2301,1.0,0.0,0.3876,-0.3831,-0.4589,0.1867,0.2074,0.4862,1.0461,-0.4318,0.9243,1.2384,0.0028,0.3573,xgi_per90|minutes_per_app|fixture_score|fdr_next3|fdr_next1|points_per_million|form|defcon_surplus_per90|defcon_hit_rate|bonus_per90|net_transfers|rival_ownership,90,11
3,2026-09-04T07:12:46.191633+00:00,watchlist,86,Lewis-Potter,BRE,MID,5.5,SUN,True,True,False,177,180,0.496,0.2266,1.0,0.0,0.2184,0.4774,-0.5402,-0.3991,0.2398,1.0466,0.857,-0.4579,-0.6281,1.0885,-0.0768,0.5385,xgi_per90|minutes_per_app|fixture_score|fdr_next3|fdr_next1|points_per_million|form|defcon_surplus_per90|defcon_hit_rate|bonus_per90|net_transfers|rival_ownership,90,2
3,2026-09-04T07:12:46.191633+00:00,watchlist,214,Kamada,CRY,MID,5.0,FUL,False,True,False,180,180,0.5,0.2179,1.0,0.0,-0.5434,0.6293,1.979,1.5805,0.0747,-1.0116,-1.2225,0.8452,0.989,-0.811,-0.3138,0.5385,xgi_per90|minutes_per_app|fixture_score|fdr_next3|fdr_next1|points_per_million|form|defcon_surplus_per90|defcon_hit_rate|bonus_per90|net_transfers|rival_ownership,88,5
3,2026-09-04T07:12:46.191633+00:00,watchlist,12,Saka,ARS,MID,9.5,CHE,True,True,False,157,180,0.466,0.1952,1.0,0.0,0.7262,-0.5349,-0.5449,-0.8933,-0.5317,0.1845,1.6132,-0.4318,-0.5634,1.9133,-0.1865,0.3573,xgi_per90|minutes_per_app|fixture_score|fdr_next3|fdr_next1|points_per_million|form|defcon_surplus_per90|defcon_hit_rate|bonus_per90|net_transfers|rival_ownership,89,2
3,2026-09-04T07:12:46.191633+00:00,watchlist,569,Gonzalo,FUL,FWD,6.0,CRY,True,True,False,180,180,0.5,0.1699,1.0,0.0,0.7262,0.6293,0.9013,-0.8204,0.4086,-0.656,-0.6553,0.0,0.0,-0.911,-0.1267,0.5385,xgi_per90|minutes_per_app|fixture_score|fdr_next3|fdr_next1|points_per_million|form|defcon_surplus_per90|defcon_hit_rate|bonus_per90|net_transfers|rival_ownership,90,2
3,2026-09-04T07:12:46.191633+00:00,watchlist,593,Dedić,NEW,DEF,4.5,BOU,True,True,False,180,180,0.5,0.1509,1.0,0.0,-1.4321,0.6293,1.6445,1.3652,0.3904,0.7879,0.1008,-0.7428,-1.0422,-0.0112,0.4992,0.5385,xgi_per90|minutes_per_app|fixture_score|fdr_next3|fdr_next1|points_per_million|form|defcon_surplus_per90|defcon_hit_rate|bonus_per90|net_transfers|rival_ownership,90,1
3,2026-09-04T07:12:46.191633+00:00,watchlist,224,Nketiah,CRY,FWD,5.5,FUL,False,True,False,122,180,0.404,0.15,1.0,0.0,1.9111,-2.3065,1.9062,1.4535,0.169,-1.4966,-1.6006,0.0,0.0,-0.7111,-0.3017,0.5385,xgi_per90|minutes_per_app|fixture_score|fdr_next3|fdr_next1|points_per_million|form|defcon_surplus_per90|defcon_hit_rate|bonus_per90|net_transfers|rival_ownership,45,4
3,2026-09-04T07:12:46.191633+00:00,watchlist,385,Trafford,LEE,GKP,5.0,BHA,False,True,False,180,180,0.5,0.1399,0.8,0.0,,0.6293,-0.4545,0.5568,-0.417,0.497,0.1008,0.0,0.0,0.3137,-0.1993,0.5385,minutes_per_app|fixture_score|fdr_next3|fdr_next1|points_per_million|form|defcon_surplus_per90|defcon_hit_rate|bonus_per90|net_transfers|rival_ownership,90,3
3,2026-09-04T07:12:46.191633+00:00,watchlist,445,Thiaw,NEW,DEF,5.0,BOU,True,True,False,180,180,0.5,0.1002,1.0,0.0,-1.5167,0.6293,1.6445,1.3652,0.3904,-0.1496,-0.4663,1.4444,0.7159,-1.2609,-0.2107,0.3573,xgi_per90|minutes_per_app|fixture_score|fdr_next3|fdr_next1|points_per_million|form|defcon_surplus_per90|defcon_hit_rate|bonus_per90|net_transfers|rival_ownership,90,-1
3,2026-09-04T07:12:46.191633+00:00,watchlist,10,White,ARS,DEF,5.5,CHE,True,True,False,180,180,0.5,0.0609,1.0,0.0,-1.0512,0.6293,0.3635,-0.3565,-0.9762,1.4345,1.2351,-0.7428,-1.0422,0.6136,-0.1372,0.3573,xgi_per90|minutes_per_app|fixture_score|fdr_next3|fdr_next1|points_per_million|form|defcon_surplus_per90|defcon_hit_rate|bonus_per90|net_transfers|rival_ownership,90,2
3,2026-09-04T07:12:46.191633+00:00,watchlist,94,Schade,BRE,MID,6.0,SUN,True,True,False,177,180,0.496,0.042,1.0,0.0,-0.0355,0.4774,-0.5402,-0.3991,0.2398,0.2491,0.2899,-0.4579,-0.6281,1.0885,-0.0724,0.1762,xgi_per90|minutes_per_app|fixture_score|fdr_next3|fdr_next1|points_per_million|form|defcon_surplus_per90|defcon_hit_rate|bonus_per90|net_transfers|rival_ownership,90,2
3,2026-09-04T07:12:46.191633+00:00,watchlist,491,Igor Jesus,NFO,FWD,5.9,TOT,True,True,False,180,180,0.5,0.0418,1.0,0.0,0.7262,0.6293,0.4055,1.0278,0.5534,-1.5397,-1.6006,0.0,0.0,-0.911,-0.5023,0.1762,xgi_per90|minutes_per_app|fixture_score|fdr_next3|fdr_next1|points_per_million|form|defcon_surplus_per90|defcon_hit_rate|bonus_per90|net_transfers|rival_ownership,31,1
3,2026-09-04T07:12:46.191633+00:00,watchlist,279,Ajayi,HUL,DEF,4.1,AVL,True,True,False,153,180,0.459,0.0342,1.0,0.0,-0.8819,-0.7374,-0.0389,-1.2292,0.0324,3.1694,1.6132,-0.6903,-0.9719,0.1637,1.6187,0.5385,xgi_per90|minutes_per_app|fixture_score|fdr_next3|fdr_next1|points_per_million|form|defcon_surplus_per90|defcon_hit_rate|bonus_per90|net_transfers|rival_ownership,90,5
3,2026-09-04T07:12:46.191633+00:00,watchlist,483,Ndoye,NFO,MID,5.5,TOT,True,True,False,126,180,0.412,0.0321,1.0,0.0,0.5146,-2.104,0.3728,1.136,0.4483,0.2599,0.1008,-0.3797,-0.4987,0.8385,-0.2373,0.5385,xgi_per90|minutes_per_app|fixture_score|fdr_next3|fdr_next1|points_per_million|form|defcon_surplus_per90|defcon_hit_rate|bonus_per90|net_transfers|rival_ownership,58,1
